"STATION","NAME","DATE","TAVG"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-02","-7.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-03","-5.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-04","-3.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-05","-8.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-06","-11.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-07","-11.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-08","-5.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-09","1.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-10","1.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-11","4.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-12","8.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-13","5.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-14","-6.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-15","-5.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-16","-2.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-17","1.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-18","-3.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-19","-0.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-20","6.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-21","7.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-22","5.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-23","7.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-24","6.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-25","-1.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-26","0.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-27","5.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-28","10.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-29","6.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-30","1.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-31","-3.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-01","2.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-02","0.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-03","-5.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-04","1.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-05","3.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-06","-0.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-07","0.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-08","0.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-09","-0.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-10","5.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-11","7.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-12","8.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-13","0.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-14","4.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-15","10.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-16","13.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-17","2.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-18","3.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-19","5.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-20","12.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-21","16.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-22","10.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-23","3.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-24","8.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-25","5.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-26","7.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-27","8.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-02-28","9.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-01","12.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-02","5.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-03","4.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-04","5.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-05","3.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-06","4.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-07","2.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-08","3.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-09","2.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-10","3.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-11","3.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-12","3.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-13","2.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-14","2.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-15","3.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-16","3.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-17","2.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-18","3.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-19","4.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-20","2.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-21","2.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-22","4.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-23","5.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-24","6.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-25","4.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-26","4.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-27","4.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-28","6.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-29","9.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-30","10.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-03-31","8.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-01","10.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-02","4.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-03","4.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-04","7.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-05","5.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-06","7.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-07","7.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-08","3.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-09","3.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-10","6.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-11","6.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-12","10.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-13","18.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-14","16.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-15","6.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-16","8.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-17","7.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-18","7.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-19","7.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-20","6.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-21","9.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-22","12.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-23","11.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-24","12.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-25","13.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-26","15.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-27","12.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-28","13.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-29","12.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-04-30","9.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-01","15.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-02","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-03","27.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-04","24.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-05","21.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-06","17.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-07","16.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-08","16.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-09","17.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-10","15.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-11","18.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-12","15.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-13","12.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-14","14.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-15","20.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-16","17.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-17","15.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-18","18.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-19","12.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-20","19.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-21","20.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-22","18.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-23","19.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-24","23.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-25","25.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-26","27.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-27","20.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-28","15.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-29","22.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-30","20.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-05-31","17.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-01","20.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-02","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-03","18.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-04","15.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-05","19.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-06","18.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-07","17.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-08","21.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-09","24.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-10","21.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-11","18.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-12","19.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-13","20.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-14","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-15","22.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-16","23.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-17","26.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-18","27.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-19","28.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-20","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-21","23.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-22","22.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-23","18.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-24","22.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-25","24.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-26","22.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-27","21.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-28","24.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-29","27.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-06-30","29.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-01","31.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-02","30.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-03","28.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-04","27.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-05","28.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-06","27.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-07","22.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-08","22.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-09","25.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-10","28.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-11","27.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-12","25.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-13","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-14","26.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-15","26.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-16","28.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-17","27.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-18","25.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-19","24.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-20","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-21","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-22","24.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-23","26.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-24","27.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-25","25.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-26","26.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-27","28.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-28","25.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-29","26.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-30","25.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-07-31","24.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-01","26.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-02","29.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-03","27.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-04","26.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-05","29.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-06","30.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-07","29.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-08","28.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-09","28.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-10","28.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-11","25.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-12","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-13","23.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-14","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-15","26.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-16","29.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-17","29.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-18","27.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-19","22.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-20","22.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-21","22.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-22","25.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-23","23.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-24","24.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-25","24.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-26","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-27","28.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-28","31.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-29","32.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-30","30.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-08-31","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-01","23.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-02","24.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-03","27.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-04","30.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-05","29.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-06","29.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-07","24.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-08","21.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-09","17.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-10","16.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-11","19.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-12","23.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-13","22.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-14","22.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-15","23.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-16","24.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-17","23.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-18","24.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-19","24.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-20","20.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-21","21.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-22","22.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-23","18.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-24","18.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-25","19.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-26","24.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-27","21.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-28","17.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-29","18.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-09-30","18.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-01","21.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-02","22.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-03","21.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-04","21.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-05","20.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-06","18.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-07","22.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-08","20.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-09","21.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-10","23.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-11","23.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-12","18.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-13","12.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-14","12.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-15","15.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-16","14.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-17","13.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-18","9.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-19","11.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-20","15.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-21","10.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-22","8.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-23","12.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-24","11.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-25","8.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-26","7.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-27","9.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-28","10.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-29","11.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-30","10.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-10-31","12.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-01","16.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-02","18.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-03","15.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-04","10.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-05","10.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-06","12.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-07","14.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-08","12.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-09","9.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-10","8.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-11","4.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-12","6.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-13","9.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-14","4.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-15","0.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-16","4.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-17","6.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-18","6.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-19","7.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-20","7.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-21","5.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-22","-2.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-23","-4.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-24","2.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-25","9.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-26","9.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-27","7.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-28","4.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-29","5.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-11-30","4.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-01","5.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-02","7.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-03","12.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-04","5.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-05","0.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-06","2.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-07","3.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-08","-0.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-09","0.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-10","1.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-11","1.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-12","2.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-13","2.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-14","6.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-15","8.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-16","5.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-17","4.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-18","2.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-19","0.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-20","4.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-21","12.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-22","9.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-23","4.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-24","4.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-25","3.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-26","2.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-27","5.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-28","8.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-29","11.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-30","3.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-12-31","4.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-01-01","10.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-01-02","3.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2019-01-03","5.2"
